contact,month,day_of_week,duration
cellular,may,mon,112
cellular,may,mon,57
cellular,may,mon,77
cellular,may,mon,190
cellular,may,mon,321
cellular,may,mon,200
cellular,may,mon,161
cellular,may,mon,188
cellular,may,mon,204
cellular,may,mon,290
cellular,may,mon,254
cellular,may,mon,232
cellular,may,mon,97
telephone,may,mon,296
cellular,may,mon,263
cellular,may,mon,98
cellular,may,mon,228
cellular,may,mon,274
cellular,may,mon,306
cellular,may,mon,429
cellular,may,mon,776
cellular,may,mon,51
cellular,may,mon,150
cellular,may,mon,275
cellular,may,mon,160
cellular,may,mon,153
cellular,may,mon,146
cellular,may,mon,171
cellular,may,mon,142
cellular,may,mon,430
cellular,may,mon,189
cellular,may,mon,236
cellular,may,mon,798
cellular,may,mon,65
cellular,may,mon,66
cellular,may,mon,34
cellular,may,mon,333
cellular,may,mon,128
cellular,may,mon,102
cellular,may,mon,400
cellular,may,mon,175
cellular,may,mon,69
cellular,may,mon,126
cellular,may,mon,285
cellular,may,mon,327
telephone,may,mon,168
cellular,may,mon,127
cellular,may,mon,314
cellular,may,mon,147
cellular,may,mon,472
cellular,may,mon,246
cellular,may,mon,213
cellular,may,mon,173
cellular,may,mon,220
cellular,may,mon,130
cellular,may,mon,299
cellular,may,mon,247
cellular,may,mon,111
cellular,may,mon,195
cellular,may,mon,148
cellular,may,mon,286
cellular,may,mon,96
telephone,may,mon,75
telephone,may,mon,386
telephone,may,mon,544
cellular,may,mon,127
cellular,may,mon,155
cellular,may,mon,184
cellular,may,mon,120
cellular,may,mon,480
cellular,may,mon,194
cellular,may,mon,1232
cellular,may,mon,69
cellular,may,mon,133
telephone,may,mon,193
telephone,may,mon,70
cellular,may,mon,206
cellular,may,mon,152
cellular,may,mon,243
telephone,may,mon,437
telephone,may,mon,259
cellular,may,mon,182
cellular,may,mon,447
cellular,may,mon,238
cellular,may,mon,410
cellular,may,mon,472
cellular,may,mon,83
cellular,may,mon,254
cellular,may,mon,56
cellular,may,mon,204
cellular,may,mon,102
telephone,may,mon,226
cellular,may,mon,217
cellular,may,mon,217
cellular,may,mon,379
cellular,may,mon,145
cellular,may,mon,74
cellular,may,mon,271
cellular,may,mon,0
cellular,may,mon,258
cellular,may,mon,180
cellular,may,mon,196
cellular,may,mon,135
telephone,may,mon,300
cellular,may,mon,347
cellular,may,mon,1001
cellular,may,mon,72
cellular,may,mon,498
cellular,may,mon,279
cellular,may,mon,50
cellular,may,mon,171
cellular,may,mon,211
telephone,may,mon,567
cellular,may,mon,170
cellular,may,mon,772
cellular,may,mon,298
cellular,may,mon,120
cellular,may,mon,219
cellular,may,mon,877
cellular,may,mon,214
telephone,may,mon,82
cellular,may,mon,304
cellular,may,mon,273
cellular,may,mon,471
cellular,may,mon,133
cellular,may,mon,301
cellular,may,mon,350
cellular,may,mon,86
cellular,may,mon,94
cellular,may,mon,1388
cellular,may,mon,508
telephone,may,mon,338
cellular,may,mon,208
telephone,may,mon,1143
cellular,may,mon,503
telephone,may,mon,58
cellular,may,mon,142
cellular,may,mon,276
cellular,may,mon,201
cellular,may,mon,63
cellular,may,mon,222
cellular,may,mon,168
cellular,may,mon,192
cellular,may,mon,911
cellular,may,mon,439
cellular,may,mon,163
cellular,may,mon,273
cellular,may,mon,284
cellular,may,mon,288
telephone,may,mon,136
cellular,may,mon,66
cellular,may,mon,445
cellular,may,mon,123
cellular,may,mon,285
cellular,may,mon,927
cellular,may,tue,48
cellular,may,tue,164
cellular,may,tue,81
cellular,may,tue,89
cellular,may,tue,278
cellular,may,tue,214
cellular,may,tue,116
telephone,may,tue,16
cellular,may,tue,546
cellular,may,tue,8
cellular,may,tue,167
cellular,may,tue,72
cellular,may,tue,75
telephone,may,tue,14
telephone,may,tue,200
cellular,may,tue,13
cellular,may,tue,312
cellular,may,tue,134
telephone,may,tue,34
cellular,may,tue,15
cellular,may,tue,188
cellular,may,tue,788
cellular,may,tue,103
cellular,may,tue,106
cellular,may,tue,25
cellular,may,tue,52
cellular,may,tue,41
cellular,may,tue,234
cellular,may,tue,255
cellular,may,tue,200
cellular,may,tue,217
cellular,may,tue,9
cellular,may,tue,315
cellular,may,tue,128
cellular,may,tue,10
telephone,may,tue,352
cellular,may,tue,97
cellular,may,tue,54
cellular,may,tue,7
telephone,may,tue,63
cellular,may,tue,77
cellular,may,tue,117
cellular,may,tue,34
cellular,may,tue,104
cellular,may,tue,15
cellular,may,tue,14
cellular,may,tue,208
telephone,may,tue,11
cellular,may,tue,160
cellular,may,tue,197
cellular,may,tue,151
cellular,may,tue,131
cellular,may,tue,731
cellular,may,tue,756
cellular,may,tue,12
cellular,may,tue,114
cellular,may,tue,12
cellular,may,tue,365
cellular,may,tue,304
telephone,may,tue,11
cellular,may,tue,20
cellular,may,tue,109
cellular,may,tue,138
cellular,may,tue,6
cellular,may,tue,63
cellular,may,tue,200
cellular,may,tue,271
cellular,may,tue,42
cellular,may,tue,341
cellular,may,tue,100
cellular,may,tue,40
cellular,may,tue,114
cellular,may,tue,150
cellular,may,tue,431
telephone,may,tue,11
cellular,may,tue,91
cellular,may,tue,52
telephone,may,tue,257
cellular,may,tue,99
cellular,may,tue,49
cellular,may,tue,882
cellular,may,tue,7
cellular,may,tue,515
cellular,may,tue,158
cellular,may,tue,259
cellular,may,tue,206
cellular,may,tue,25
cellular,may,tue,300
telephone,may,tue,246
cellular,may,tue,178
cellular,may,tue,318
cellular,may,tue,201
cellular,may,tue,105
cellular,may,tue,214
cellular,may,tue,67
cellular,may,tue,85
cellular,may,tue,82
cellular,may,tue,142
cellular,may,tue,187
cellular,may,tue,69
cellular,may,tue,580
cellular,may,tue,62
cellular,may,tue,1203
cellular,may,tue,58
cellular,may,tue,64
cellular,may,tue,631
cellular,may,tue,658
cellular,may,tue,942
cellular,may,tue,207
cellular,may,tue,104
cellular,may,tue,377
cellular,may,tue,66
cellular,may,tue,128
telephone,may,tue,291
cellular,may,tue,115
cellular,may,tue,524
cellular,may,tue,358
cellular,may,tue,366
cellular,may,tue,23
cellular,may,tue,560
telephone,may,tue,52
cellular,may,tue,347
cellular,may,tue,107
telephone,may,tue,48
cellular,may,tue,145
cellular,may,tue,74
cellular,may,tue,451
cellular,may,tue,53
cellular,may,tue,612
cellular,may,tue,305
cellular,may,tue,104
cellular,may,tue,176
cellular,may,tue,507
cellular,may,tue,103
cellular,may,tue,242
cellular,may,tue,137
cellular,may,tue,223
cellular,may,tue,124
cellular,may,tue,63
cellular,may,tue,137
cellular,may,tue,23
cellular,may,tue,22
cellular,may,tue,59
cellular,may,tue,703
cellular,may,tue,179
cellular,may,tue,690
cellular,may,tue,85
telephone,may,tue,25
cellular,may,tue,11
cellular,may,tue,1272
cellular,may,tue,69
cellular,may,tue,256
cellular,may,tue,300
cellular,may,tue,256
cellular,may,tue,7
cellular,may,tue,43
cellular,may,tue,244
cellular,may,tue,1062
cellular,may,tue,22
cellular,may,tue,429
cellular,may,tue,494
cellular,may,tue,296
cellular,may,tue,92
cellular,may,tue,17
cellular,may,tue,826
cellular,may,tue,243
cellular,may,tue,184
cellular,may,tue,245
cellular,may,tue,198
cellular,may,tue,360
telephone,may,tue,139
cellular,may,tue,54
cellular,may,tue,232
cellular,may,tue,517
cellular,may,tue,418
cellular,may,tue,153
cellular,may,tue,116
telephone,may,tue,168
cellular,may,tue,261
cellular,may,tue,69
cellular,may,tue,212
cellular,may,tue,121
cellular,may,tue,23
cellular,may,tue,306
cellular,may,tue,202
cellular,may,tue,342
telephone,may,tue,22
cellular,may,tue,455
cellular,may,tue,245
cellular,may,tue,33
cellular,may,tue,58
cellular,may,tue,41
cellular,may,tue,360
cellular,may,tue,179
cellular,may,tue,174
telephone,may,tue,43
cellular,may,tue,68
cellular,may,tue,212
telephone,may,tue,38
cellular,may,tue,639
cellular,may,tue,483
cellular,may,tue,205
cellular,may,tue,344
cellular,may,tue,141
cellular,may,tue,113
cellular,may,tue,87
cellular,may,tue,238
cellular,may,tue,27
telephone,may,tue,155
cellular,may,tue,337
telephone,may,tue,24
cellular,may,tue,365
cellular,may,tue,37
cellular,may,tue,25
cellular,may,tue,109
cellular,may,tue,152
telephone,may,tue,179
cellular,may,tue,118
cellular,may,tue,272
cellular,may,tue,30
cellular,may,tue,79
cellular,may,tue,324
cellular,may,tue,426
cellular,may,tue,196
cellular,may,tue,151
cellular,may,tue,366
cellular,may,tue,211
cellular,may,tue,43
cellular,may,tue,816
cellular,may,tue,189
cellular,may,tue,590
cellular,may,tue,315
cellular,may,tue,131
cellular,may,tue,78
cellular,may,tue,97
cellular,may,tue,337
cellular,may,tue,185
cellular,may,tue,78
cellular,may,tue,55
cellular,may,tue,442
cellular,may,tue,36
cellular,may,tue,74
cellular,may,tue,326
telephone,may,tue,81
telephone,may,tue,179
cellular,may,tue,527
cellular,may,tue,918
cellular,may,tue,225
cellular,may,tue,787
telephone,may,tue,15
cellular,may,tue,279
cellular,may,tue,416
cellular,may,tue,83
telephone,may,tue,25
cellular,may,tue,542
cellular,may,tue,256
cellular,may,tue,189
cellular,may,tue,251
cellular,may,tue,116
telephone,may,tue,1100
cellular,may,tue,451
cellular,may,tue,184
telephone,may,tue,232
cellular,may,tue,209
cellular,may,tue,16
cellular,may,tue,340
cellular,may,tue,313
cellular,may,tue,191
cellular,may,tue,7
cellular,may,tue,493
cellular,may,tue,1182
cellular,may,tue,216
cellular,may,tue,184
telephone,may,tue,360
cellular,may,tue,165
cellular,may,tue,161
cellular,may,tue,84
cellular,may,tue,61
cellular,may,tue,267
cellular,may,tue,351
cellular,may,tue,183
cellular,may,tue,516
cellular,may,tue,393
cellular,may,tue,286
cellular,may,tue,87
cellular,may,tue,277
cellular,may,tue,200
cellular,may,tue,725
cellular,may,tue,204
cellular,may,tue,175
cellular,may,tue,247
cellular,may,tue,136
cellular,may,tue,218
cellular,may,tue,59
cellular,may,tue,146
cellular,may,tue,77
cellular,may,tue,245
cellular,may,tue,482
cellular,may,tue,56
cellular,may,tue,354
cellular,may,tue,396
cellular,may,tue,136
cellular,may,tue,549
cellular,may,tue,17
cellular,may,tue,439
cellular,may,tue,107
cellular,may,tue,369
cellular,may,tue,356
cellular,may,tue,561
cellular,may,tue,175
cellular,may,tue,309
telephone,may,tue,139
cellular,may,tue,148
cellular,may,tue,139
cellular,may,tue,549
cellular,may,tue,395
cellular,may,tue,145
cellular,may,tue,119
cellular,may,tue,88
cellular,may,tue,463
cellular,may,tue,232
cellular,may,tue,57
cellular,may,tue,300
cellular,may,tue,83
cellular,may,tue,200
cellular,may,tue,225
cellular,may,tue,844
cellular,may,tue,293
cellular,may,tue,262
cellular,may,tue,137
cellular,may,tue,130
cellular,may,tue,387
cellular,may,tue,211
cellular,may,tue,246
cellular,may,tue,357
cellular,may,tue,322
cellular,may,tue,584
cellular,may,tue,240
cellular,may,tue,374
cellular,may,tue,215
cellular,may,tue,22
telephone,may,tue,207
cellular,may,tue,183
cellular,may,tue,100
cellular,may,tue,955
cellular,may,tue,146
cellular,may,tue,31
cellular,may,tue,334
cellular,may,tue,271
cellular,may,tue,223
cellular,may,tue,95
cellular,may,tue,106
cellular,may,tue,36
cellular,may,tue,458
cellular,may,tue,53
cellular,may,tue,148
cellular,may,tue,179
cellular,may,tue,223
cellular,may,tue,165
cellular,may,tue,127
cellular,may,tue,158
cellular,may,tue,409
cellular,may,tue,165
cellular,may,tue,88
cellular,may,tue,536
cellular,may,tue,380
cellular,may,tue,1531
cellular,may,tue,107
cellular,may,tue,132
cellular,may,tue,406
cellular,may,tue,240
cellular,may,tue,278
cellular,may,tue,908
cellular,may,tue,706
cellular,may,tue,215
cellular,may,tue,161
telephone,may,tue,370
cellular,may,tue,157
cellular,may,tue,209
cellular,may,tue,399
cellular,may,tue,1925
cellular,may,tue,829
cellular,may,tue,328
telephone,may,tue,109
cellular,may,tue,178
cellular,may,tue,242
cellular,may,tue,450
cellular,may,tue,485
cellular,may,tue,76
cellular,may,tue,328
cellular,may,tue,289
cellular,may,tue,163
cellular,may,tue,118
cellular,may,tue,53
cellular,may,tue,453
cellular,may,tue,324
cellular,may,tue,637
cellular,may,tue,301
cellular,may,tue,139
cellular,may,tue,118
cellular,may,tue,32
cellular,may,tue,278
cellular,may,tue,112
telephone,may,tue,34
cellular,may,tue,80
cellular,may,tue,609
cellular,may,tue,276
cellular,may,tue,548
telephone,may,tue,291
cellular,may,tue,1710
telephone,may,tue,217
cellular,may,tue,192
cellular,may,tue,208
cellular,may,tue,415
cellular,may,tue,278
telephone,may,tue,326
cellular,may,tue,173
cellular,may,tue,306
cellular,may,tue,350
cellular,may,tue,614
cellular,may,tue,224
cellular,may,tue,668
telephone,may,tue,748
cellular,may,tue,474
cellular,may,tue,143
cellular,may,tue,168
cellular,may,tue,317
cellular,may,tue,106
cellular,may,tue,234
cellular,may,tue,314
cellular,may,tue,897
cellular,may,tue,398
telephone,may,tue,422
cellular,may,tue,130
cellular,may,tue,61
cellular,may,tue,863
cellular,may,tue,255
cellular,may,tue,259
telephone,may,tue,29
cellular,may,tue,750
cellular,may,tue,306
cellular,may,tue,266
cellular,may,tue,314
cellular,may,tue,775
cellular,may,tue,181
cellular,may,tue,178
cellular,may,tue,254
cellular,may,tue,351
cellular,may,tue,373
cellular,may,tue,180
cellular,may,tue,135
cellular,may,tue,216
cellular,may,tue,86
cellular,may,tue,85
cellular,may,tue,325
cellular,may,tue,187
cellular,may,tue,463
cellular,may,tue,142
cellular,may,tue,280
cellular,may,tue,398
telephone,may,tue,149
cellular,may,tue,191
cellular,may,tue,193
cellular,may,tue,302
cellular,may,tue,317
cellular,may,tue,211
cellular,may,tue,101
cellular,may,tue,172
cellular,may,tue,464
cellular,may,tue,343
cellular,may,tue,98
cellular,may,tue,198
cellular,may,tue,361
telephone,may,tue,345
telephone,may,tue,114
cellular,may,tue,210
telephone,may,tue,556
cellular,may,tue,68
cellular,may,tue,239
cellular,may,tue,349
cellular,may,tue,112
telephone,may,tue,34
cellular,may,tue,181
cellular,may,tue,178
cellular,may,tue,206
cellular,may,tue,194
cellular,may,tue,209
cellular,may,tue,692
telephone,may,tue,210
telephone,may,tue,206
telephone,may,tue,355
telephone,may,tue,339
cellular,may,tue,737
cellular,may,tue,191
cellular,may,tue,175
cellular,may,tue,286
cellular,may,tue,93
cellular,may,tue,170
cellular,may,tue,173
cellular,may,tue,541
telephone,may,tue,89
cellular,may,tue,213
cellular,may,tue,194
cellular,may,tue,158
telephone,may,tue,472
cellular,may,tue,135
cellular,may,tue,304
cellular,may,tue,275
telephone,may,tue,155
telephone,may,tue,125
cellular,may,tue,96
telephone,may,tue,175
cellular,may,tue,134
cellular,may,tue,22
cellular,may,tue,807
cellular,may,tue,235
cellular,may,tue,673
cellular,may,tue,124
cellular,may,tue,57
cellular,may,tue,225
cellular,may,tue,144
cellular,may,tue,177
cellular,may,tue,455
cellular,may,tue,264
telephone,may,tue,295
cellular,may,tue,285
cellular,may,tue,166
cellular,may,tue,456
telephone,may,tue,101
telephone,may,tue,256
cellular,may,tue,497
cellular,may,tue,600
cellular,may,tue,268
telephone,may,tue,899
cellular,may,tue,339
telephone,may,tue,220
cellular,may,tue,700
cellular,may,tue,150
cellular,may,tue,147
telephone,may,tue,236
cellular,may,tue,133
telephone,may,tue,58
telephone,may,tue,234
telephone,may,tue,1388
cellular,may,wed,130
cellular,may,wed,57
cellular,may,wed,70
cellular,may,wed,31
cellular,may,wed,50
cellular,may,wed,496
cellular,may,wed,94
telephone,may,wed,83
telephone,may,wed,29
telephone,may,wed,16
cellular,may,wed,46
telephone,may,wed,20
cellular,may,wed,152
telephone,may,wed,61
cellular,may,wed,389
cellular,may,wed,1108
cellular,may,wed,8
cellular,may,wed,310
cellular,may,wed,197
cellular,may,wed,21
cellular,may,wed,117
telephone,may,wed,413
cellular,may,wed,24
cellular,may,wed,254
telephone,may,wed,65
cellular,may,wed,53
cellular,may,wed,164
cellular,may,wed,321
cellular,may,wed,5
cellular,may,wed,82
cellular,may,wed,81
cellular,may,wed,136
cellular,may,wed,133
cellular,may,wed,14
cellular,may,wed,320
cellular,may,wed,77
cellular,may,wed,211
cellular,may,wed,129
telephone,may,wed,26
cellular,may,wed,200
telephone,may,wed,38
telephone,may,wed,95
cellular,may,wed,49
cellular,may,wed,210
cellular,may,wed,863
telephone,may,wed,15
cellular,may,wed,259
cellular,may,wed,130
telephone,may,wed,211
cellular,may,wed,87
cellular,may,wed,774
cellular,may,wed,15
cellular,may,wed,348
cellular,may,wed,129
cellular,may,wed,44
cellular,may,wed,231
cellular,may,wed,155
cellular,may,wed,74
cellular,may,wed,135
cellular,may,wed,217
cellular,may,wed,22
telephone,may,wed,32
cellular,may,wed,435
telephone,may,wed,25
cellular,may,wed,370
cellular,may,wed,201
cellular,may,wed,793
cellular,may,wed,152
cellular,may,wed,66
cellular,may,wed,213
cellular,may,wed,150
cellular,may,wed,364
cellular,may,wed,329
cellular,may,wed,282
cellular,may,wed,173
telephone,may,wed,51
cellular,may,wed,68
cellular,may,wed,109
cellular,may,wed,23
cellular,may,wed,1073
cellular,may,wed,207
cellular,may,wed,193
telephone,may,wed,134
cellular,may,wed,224
cellular,may,wed,173
telephone,may,wed,67
cellular,may,wed,149
cellular,may,wed,29
cellular,may,wed,610
cellular,may,wed,118
cellular,may,wed,95
cellular,may,wed,84
cellular,may,wed,43
cellular,may,wed,93
cellular,may,wed,172
cellular,may,wed,161
cellular,may,wed,785
cellular,may,wed,628
cellular,may,wed,172
cellular,may,wed,200
cellular,may,wed,134
cellular,may,wed,51
cellular,may,wed,850
cellular,may,wed,526
cellular,may,wed,140
cellular,may,wed,93
cellular,may,wed,87
cellular,may,wed,318
telephone,may,wed,9
telephone,may,wed,19
cellular,may,wed,157
cellular,may,wed,79
cellular,may,wed,9
cellular,may,wed,19
cellular,may,wed,659
cellular,may,wed,39
cellular,may,wed,502
cellular,may,wed,113
cellular,may,wed,267
telephone,may,wed,30
telephone,may,wed,355
telephone,may,wed,43
cellular,may,wed,240
cellular,may,wed,10
cellular,may,wed,17
telephone,may,wed,47
cellular,may,wed,296
cellular,may,wed,69
cellular,may,wed,323
cellular,may,wed,167
cellular,may,wed,570
cellular,may,wed,516
cellular,may,wed,220
cellular,may,wed,177
cellular,may,wed,388
cellular,may,wed,61
cellular,may,wed,585
cellular,may,wed,699
cellular,may,wed,133
cellular,may,wed,6
cellular,may,wed,96
telephone,may,wed,318
cellular,may,wed,413
cellular,may,wed,66
cellular,may,wed,590
cellular,may,wed,272
cellular,may,wed,88
cellular,may,wed,15
cellular,may,wed,152
cellular,may,wed,902
cellular,may,wed,294
telephone,may,wed,15
cellular,may,wed,290
cellular,may,wed,12
cellular,may,wed,31
cellular,may,wed,135
cellular,may,wed,142
cellular,may,wed,669
cellular,may,wed,123
cellular,may,wed,391
cellular,may,wed,93
cellular,may,wed,133
cellular,may,wed,99
cellular,may,wed,256
cellular,may,wed,394
cellular,may,wed,74
cellular,may,wed,67
cellular,may,wed,131
cellular,may,wed,149
cellular,may,wed,27
cellular,may,wed,152
cellular,may,wed,116
telephone,may,wed,41
cellular,may,wed,302
cellular,may,wed,275
cellular,may,wed,128
cellular,may,wed,78
cellular,may,wed,11
cellular,may,wed,101
cellular,may,wed,147
cellular,may,wed,262
cellular,may,wed,46
cellular,may,wed,546
cellular,may,wed,1512
cellular,may,wed,104
cellular,may,wed,85
telephone,may,wed,119
cellular,may,wed,423
cellular,may,wed,315
cellular,may,wed,78
cellular,may,wed,9
cellular,may,wed,44
cellular,may,wed,75
telephone,may,wed,157
cellular,may,wed,109
cellular,may,wed,66
cellular,may,wed,7
cellular,may,wed,529
cellular,may,wed,349
cellular,may,wed,101
cellular,may,wed,127
cellular,may,wed,83
cellular,may,wed,333
cellular,may,wed,408
cellular,may,wed,205
cellular,may,wed,158
telephone,may,wed,18
cellular,may,wed,276
cellular,may,wed,264
cellular,may,wed,109
cellular,may,wed,234
telephone,may,wed,115
cellular,may,wed,272
cellular,may,wed,329
cellular,may,wed,155
cellular,may,wed,589
telephone,may,wed,363
cellular,may,wed,951
cellular,may,wed,172
cellular,may,wed,53
telephone,may,wed,34
cellular,may,wed,82
telephone,may,wed,155
cellular,may,wed,788
cellular,may,wed,528
cellular,may,wed,296
cellular,may,wed,114
cellular,may,wed,314
cellular,may,wed,249
cellular,may,wed,562
cellular,may,wed,112
cellular,may,wed,204
cellular,may,wed,168
telephone,may,wed,60
cellular,may,wed,734
telephone,may,wed,80
cellular,may,wed,60
cellular,may,wed,281
cellular,may,wed,321
cellular,may,wed,149
cellular,may,wed,155
cellular,may,wed,87
cellular,may,wed,49
cellular,may,wed,354
cellular,may,wed,294
cellular,may,wed,137
cellular,may,wed,191
cellular,may,wed,172
cellular,may,wed,55
cellular,may,wed,167
cellular,may,wed,85
cellular,may,wed,92
cellular,may,wed,16
telephone,may,wed,444
cellular,may,wed,132
cellular,may,wed,10
cellular,may,wed,324
cellular,may,wed,315
cellular,may,wed,64
cellular,may,wed,110
telephone,may,wed,421
cellular,may,wed,79
cellular,may,wed,174
cellular,may,wed,257
cellular,may,wed,228
cellular,may,wed,296
cellular,may,wed,9
cellular,may,wed,337
cellular,may,wed,476
telephone,may,wed,185
cellular,may,wed,104
cellular,may,wed,244
cellular,may,wed,152
cellular,may,wed,573
cellular,may,wed,231
cellular,may,wed,184
cellular,may,wed,124
cellular,may,wed,21
cellular,may,wed,233
cellular,may,wed,96
cellular,may,wed,99
cellular,may,wed,117
cellular,may,wed,53
cellular,may,wed,261
cellular,may,wed,201
cellular,may,wed,155
cellular,may,wed,43
cellular,may,wed,53
cellular,may,wed,363
cellular,may,wed,14
cellular,may,wed,56
cellular,may,wed,108
cellular,may,wed,459
cellular,may,wed,425
cellular,may,wed,200
cellular,may,wed,223
cellular,may,wed,413
cellular,may,wed,747
cellular,may,wed,177
cellular,may,wed,66
cellular,may,wed,716
cellular,may,wed,253
cellular,may,wed,14
cellular,may,wed,316
cellular,may,wed,152
telephone,may,wed,137
cellular,may,wed,155
cellular,may,wed,154
cellular,may,wed,165
cellular,may,wed,466
cellular,may,wed,1101
cellular,may,wed,368
cellular,may,wed,201
cellular,may,wed,146
cellular,may,wed,77
cellular,may,wed,157
cellular,may,wed,96
telephone,may,wed,104
cellular,may,wed,38
cellular,may,wed,154
telephone,may,wed,148
cellular,may,wed,342
telephone,may,wed,43
cellular,may,wed,394
cellular,may,wed,68
cellular,may,wed,364
telephone,may,wed,125
cellular,may,wed,179
cellular,may,wed,427
cellular,may,wed,63
cellular,may,wed,197
cellular,may,wed,409
cellular,may,wed,299
cellular,may,wed,323
cellular,may,wed,215
cellular,may,wed,290
cellular,may,wed,147
cellular,may,wed,143
cellular,may,wed,541
cellular,may,wed,172
cellular,may,wed,309
cellular,may,wed,69
cellular,may,wed,79
cellular,may,wed,299
cellular,may,wed,213
cellular,may,wed,196
cellular,may,wed,54
cellular,may,wed,54
cellular,may,wed,247
cellular,may,wed,426
cellular,may,wed,404
cellular,may,wed,80
cellular,may,wed,135
cellular,may,wed,162
cellular,may,wed,130
cellular,may,wed,341
cellular,may,wed,366
cellular,may,wed,118
cellular,may,wed,168
cellular,may,wed,308
cellular,may,wed,176
cellular,may,wed,300
cellular,may,wed,223
cellular,may,wed,35
cellular,may,wed,199
cellular,may,wed,206
cellular,may,wed,721
cellular,may,wed,641
cellular,may,wed,163
cellular,may,wed,234
cellular,may,wed,86
cellular,may,wed,180
cellular,may,wed,68
cellular,may,wed,103
cellular,may,wed,102
cellular,may,wed,239
cellular,may,wed,325
cellular,may,wed,234
cellular,may,wed,194
cellular,may,wed,134
cellular,may,wed,77
cellular,may,wed,674
telephone,may,wed,216
cellular,may,wed,122
cellular,may,wed,109
telephone,may,wed,622
cellular,may,wed,1966
cellular,may,wed,131
cellular,may,wed,140
cellular,may,wed,281
cellular,may,wed,156
cellular,may,wed,161
cellular,may,wed,44
cellular,may,wed,240
cellular,may,wed,172
cellular,may,wed,127
cellular,may,wed,248
cellular,may,wed,115
cellular,may,wed,38
cellular,may,wed,201
cellular,may,wed,341
cellular,may,wed,298
cellular,may,wed,314
cellular,may,wed,52
cellular,may,wed,77
cellular,may,wed,390
cellular,may,wed,804
cellular,may,wed,417
cellular,may,wed,361
cellular,may,wed,809
cellular,may,wed,156
cellular,may,wed,44
cellular,may,wed,166
cellular,may,wed,58
cellular,may,wed,76
cellular,may,wed,312
cellular,may,wed,298
cellular,may,wed,466
cellular,may,wed,829
cellular,may,wed,291
cellular,may,wed,484
cellular,may,wed,204
cellular,may,wed,169
cellular,may,wed,437
cellular,may,wed,937
cellular,may,wed,37
cellular,may,wed,193
cellular,may,wed,230
cellular,may,wed,204
cellular,may,wed,163
cellular,may,wed,159
cellular,may,wed,1970
cellular,may,wed,358
cellular,may,wed,195
telephone,may,wed,1302
cellular,may,wed,96
cellular,may,wed,154
telephone,may,wed,246
cellular,may,wed,122
telephone,may,wed,276
cellular,may,wed,151
cellular,may,wed,297
cellular,may,wed,119
cellular,may,wed,172
cellular,may,wed,74
cellular,may,wed,187
cellular,may,wed,141
cellular,may,wed,124
cellular,may,wed,186
cellular,may,wed,1975
cellular,may,wed,252
cellular,may,wed,248
cellular,may,wed,85
cellular,may,wed,199
cellular,may,wed,482
cellular,may,wed,226
cellular,may,wed,98
cellular,may,wed,358
cellular,may,wed,158
cellular,may,wed,194
cellular,may,wed,340
telephone,may,wed,325
cellular,may,wed,408
cellular,may,wed,88
cellular,may,wed,323
cellular,may,wed,275
cellular,may,wed,177
cellular,may,wed,431
cellular,may,wed,53
cellular,may,wed,396
cellular,may,wed,157
cellular,may,wed,65
cellular,may,wed,954
cellular,may,wed,612
cellular,may,wed,251
cellular,may,wed,537
cellular,may,wed,402
cellular,may,wed,1298
cellular,may,wed,1119
cellular,may,wed,191
cellular,may,wed,94
cellular,may,wed,499
cellular,may,wed,66
cellular,may,wed,197
telephone,may,wed,56
cellular,may,wed,195
telephone,may,wed,65
cellular,may,wed,38
cellular,may,wed,168
cellular,may,wed,154
cellular,may,wed,45
telephone,may,wed,107
telephone,may,wed,121
cellular,may,wed,318
cellular,may,wed,255
cellular,may,wed,174
telephone,may,wed,53
cellular,may,wed,196
cellular,may,wed,173
telephone,may,wed,65
cellular,may,wed,136
cellular,may,wed,444
cellular,may,wed,308
cellular,may,wed,698
cellular,may,wed,228
cellular,may,wed,562
cellular,may,wed,272
cellular,may,wed,419
cellular,may,wed,369
cellular,may,wed,107
cellular,may,wed,173
cellular,may,wed,62
cellular,may,wed,129
cellular,may,wed,76
cellular,may,wed,65
cellular,may,wed,805
telephone,may,wed,97
cellular,may,wed,202
cellular,may,wed,777
cellular,may,wed,378
cellular,may,wed,654
cellular,may,wed,185
cellular,may,wed,1805
cellular,may,wed,367
cellular,may,wed,12
cellular,may,wed,139
cellular,may,wed,222
cellular,may,wed,122
cellular,may,wed,649
cellular,may,wed,168
cellular,may,wed,237
cellular,may,wed,135
cellular,may,wed,102
cellular,may,wed,65
cellular,may,wed,281
cellular,may,wed,80
cellular,may,wed,36
cellular,may,wed,143
telephone,may,wed,259
cellular,may,wed,221
cellular,may,wed,177
cellular,may,wed,84
cellular,may,wed,406
cellular,may,wed,185
cellular,may,wed,155
cellular,may,wed,190
cellular,may,wed,53
telephone,may,wed,99
cellular,may,wed,254
cellular,may,wed,531
cellular,may,wed,256
cellular,may,wed,217
telephone,may,wed,25
cellular,may,wed,253
cellular,may,wed,277
cellular,may,wed,125
cellular,may,wed,151
telephone,may,wed,127
cellular,may,wed,449
cellular,may,wed,97
cellular,may,wed,16
cellular,may,wed,388
cellular,may,wed,134
cellular,may,wed,265
cellular,may,wed,32
cellular,may,wed,285
cellular,may,wed,383
telephone,may,wed,179
telephone,may,wed,51
cellular,may,wed,446
