id,age,age_bin,job,marital,education,education_ord,young_short_call
34760,60,50-64,retired,married,high.school,4.0,0
34761,36,35-49,entrepreneur,single,basic.9y,3.0,0
34762,26,25-34,blue-collar,single,basic.9y,3.0,1
34763,30,25-34,services,single,high.school,4.0,1
34764,31,25-34,blue-collar,married,basic.6y,2.0,1
34765,30,25-34,technician,married,basic.9y,3.0,0
34766,38,35-49,technician,single,professional.course,6.0,0
34767,29,25-34,admin.,divorced,university.degree,5.0,1
34768,38,35-49,blue-collar,married,basic.6y,2.0,0
34769,38,35-49,entrepreneur,married,university.degree,5.0,0
34770,46,35-49,blue-collar,married,basic.4y,1.0,0
34771,43,35-49,blue-collar,married,basic.4y,1.0,0
34772,40,35-49,management,married,university.degree,5.0,0
34773,29,25-34,blue-collar,married,basic.9y,3.0,1
34774,31,25-34,technician,married,university.degree,5.0,1
34775,39,35-49,blue-collar,divorced,basic.9y,3.0,0
34776,36,35-49,blue-collar,married,basic.9y,3.0,0
34777,26,25-34,technician,single,professional.course,6.0,0
34778,27,25-34,self-employed,single,university.degree,5.0,0
34779,25,<25,admin.,single,high.school,4.0,1
34780,29,25-34,technician,single,high.school,4.0,1
34781,33,25-34,blue-collar,married,basic.9y,3.0,1
34782,27,25-34,blue-collar,married,high.school,4.0,1
34783,44,35-49,technician,married,professional.course,6.0,0
34784,32,25-34,blue-collar,married,basic.4y,1.0,1
34785,33,25-34,technician,married,high.school,4.0,1
34786,34,25-34,blue-collar,married,high.school,4.0,1
34787,24,<25,management,married,university.degree,5.0,1
34788,33,25-34,blue-collar,married,basic.9y,3.0,1
34789,48,35-49,services,single,basic.4y,1.0,0
34790,28,25-34,admin.,married,high.school,4.0,0
34791,36,35-49,unemployed,married,basic.9y,3.0,0
34792,43,35-49,blue-collar,married,basic.4y,1.0,0
34793,33,25-34,blue-collar,single,high.school,4.0,1
34794,31,25-34,services,single,high.school,4.0,0
34795,27,25-34,admin.,single,basic.9y,3.0,1
34796,36,35-49,blue-collar,married,basic.6y,2.0,0
34797,29,25-34,services,married,high.school,4.0,0
34798,28,25-34,blue-collar,married,basic.9y,3.0,0
34799,35,25-34,services,married,high.school,4.0,0
34800,25,<25,entrepreneur,single,university.degree,5.0,0
34801,20,<25,blue-collar,single,high.school,4.0,0
34802,24,<25,services,married,high.school,4.0,1
34803,55,50-64,admin.,divorced,university.degree,5.0,0
34804,30,25-34,student,single,,,0
34805,23,<25,admin.,single,high.school,4.0,1
34806,33,25-34,technician,single,basic.9y,3.0,1
34807,25,<25,blue-collar,single,high.school,4.0,0
34808,24,<25,services,married,high.school,4.0,1
34809,21,<25,student,single,high.school,4.0,1
34810,32,25-34,admin.,married,university.degree,5.0,1
34811,34,25-34,admin.,single,university.degree,5.0,0
34812,30,25-34,services,married,high.school,4.0,0
34813,32,25-34,admin.,single,high.school,4.0,0
34814,33,25-34,blue-collar,single,basic.6y,2.0,1
34815,40,35-49,blue-collar,married,basic.9y,3.0,0
34816,29,25-34,admin.,single,high.school,4.0,1
34817,34,25-34,services,single,high.school,4.0,1
34818,30,25-34,blue-collar,single,basic.9y,3.0,0
34819,35,25-34,services,single,high.school,4.0,0
34820,58,50-64,entrepreneur,divorced,professional.course,6.0,0
34821,38,35-49,blue-collar,married,basic.4y,1.0,0
34822,34,25-34,technician,single,professional.course,6.0,0
34823,35,25-34,admin.,married,university.degree,5.0,0
34824,33,25-34,admin.,single,basic.6y,2.0,1
34825,22,<25,student,single,high.school,4.0,0
34826,57,50-64,retired,married,basic.6y,2.0,0
34827,59,50-64,management,married,basic.4y,1.0,0
34828,28,25-34,student,single,university.degree,5.0,0
34829,25,<25,management,married,university.degree,5.0,0
34830,26,25-34,housemaid,single,,,1
34831,30,25-34,blue-collar,married,professional.course,6.0,1
34832,30,25-34,management,single,basic.9y,3.0,0
34833,30,25-34,admin.,single,high.school,4.0,0
34834,32,25-34,admin.,single,,,0
34835,31,25-34,admin.,single,university.degree,5.0,1
34836,23,<25,blue-collar,single,,,1
34837,32,25-34,services,divorced,high.school,4.0,1
34838,55,50-64,blue-collar,married,professional.course,6.0,0
34839,35,25-34,blue-collar,single,basic.9y,3.0,0
34840,26,25-34,blue-collar,single,high.school,4.0,1
34841,32,25-34,technician,single,professional.course,6.0,1
34842,21,<25,services,single,high.school,4.0,1
34843,34,25-34,blue-collar,married,professional.course,6.0,1
34844,34,25-34,technician,divorced,professional.course,6.0,0
34845,24,<25,services,single,high.school,4.0,1
34846,34,25-34,admin.,single,university.degree,5.0,1
34847,37,35-49,admin.,single,high.school,4.0,0
34848,23,<25,admin.,single,,,1
34849,24,<25,blue-collar,married,basic.9y,3.0,0
34850,28,25-34,services,single,high.school,4.0,1
34851,32,25-34,blue-collar,married,basic.4y,1.0,0
34852,44,35-49,admin.,married,high.school,4.0,0
34853,28,25-34,admin.,single,university.degree,5.0,1
34854,36,35-49,admin.,single,high.school,4.0,0
34855,29,25-34,admin.,single,high.school,4.0,1
34856,29,25-34,technician,single,university.degree,5.0,1
34857,42,35-49,entrepreneur,married,high.school,4.0,0
34858,31,25-34,technician,single,university.degree,5.0,1
34859,24,<25,blue-collar,married,basic.9y,3.0,1
34860,32,25-34,management,single,professional.course,6.0,0
34861,29,25-34,blue-collar,divorced,basic.4y,1.0,0
34862,27,25-34,admin.,married,university.degree,5.0,0
34863,29,25-34,blue-collar,married,basic.9y,3.0,1
34864,28,25-34,blue-collar,married,basic.9y,3.0,1
34865,28,25-34,blue-collar,married,basic.9y,3.0,1
34866,31,25-34,admin.,single,high.school,4.0,0
34867,35,25-34,technician,married,professional.course,6.0,0
34868,34,25-34,self-employed,single,professional.course,6.0,1
34869,28,25-34,blue-collar,single,basic.6y,2.0,0
34870,23,<25,admin.,single,high.school,4.0,0
34871,26,25-34,technician,single,basic.9y,3.0,1
34872,29,25-34,blue-collar,single,,,1
34873,34,25-34,admin.,married,university.degree,5.0,1
34874,41,35-49,management,married,university.degree,5.0,0
34875,33,25-34,blue-collar,married,basic.6y,2.0,0
34876,40,35-49,admin.,divorced,high.school,4.0,0
34877,54,50-64,retired,divorced,university.degree,5.0,0
34878,45,35-49,entrepreneur,married,basic.9y,3.0,0
34879,32,25-34,admin.,single,high.school,4.0,0
34880,39,35-49,entrepreneur,single,university.degree,5.0,0
34881,39,35-49,blue-collar,single,,,0
34882,51,50-64,technician,married,basic.9y,3.0,0
34883,29,25-34,admin.,married,basic.6y,2.0,1
34884,32,25-34,technician,single,professional.course,6.0,0
34885,39,35-49,entrepreneur,single,university.degree,5.0,0
34886,28,25-34,entrepreneur,married,basic.9y,3.0,1
34887,53,50-64,services,married,university.degree,5.0,0
34888,34,25-34,admin.,single,high.school,4.0,0
34889,35,25-34,blue-collar,married,basic.4y,1.0,0
34890,39,35-49,entrepreneur,single,university.degree,5.0,0
34891,31,25-34,admin.,single,university.degree,5.0,1
34892,31,25-34,admin.,single,university.degree,5.0,1
34893,28,25-34,admin.,married,high.school,4.0,1
34894,33,25-34,services,married,high.school,4.0,0
34895,30,25-34,admin.,single,university.degree,5.0,0
34896,28,25-34,entrepreneur,married,basic.9y,3.0,1
34897,30,25-34,admin.,single,university.degree,5.0,0
34898,54,50-64,management,married,university.degree,5.0,0
34899,39,35-49,technician,single,high.school,4.0,0
34900,54,50-64,management,married,university.degree,5.0,0
34901,31,25-34,blue-collar,single,basic.4y,1.0,1
34902,42,35-49,services,married,high.school,4.0,0
34903,29,25-34,blue-collar,single,basic.9y,3.0,0
34904,35,25-34,blue-collar,divorced,basic.9y,3.0,0
34905,30,25-34,management,married,university.degree,5.0,1
34906,34,25-34,blue-collar,married,basic.4y,1.0,1
34907,22,<25,technician,single,university.degree,5.0,0
34908,27,25-34,technician,single,,,1
34909,36,35-49,blue-collar,single,basic.9y,3.0,0
34910,24,<25,blue-collar,single,basic.9y,3.0,1
34911,29,25-34,blue-collar,divorced,high.school,4.0,1
34912,32,25-34,services,single,high.school,4.0,1
34913,42,35-49,admin.,married,high.school,4.0,0
34914,45,35-49,admin.,married,university.degree,5.0,0
34915,30,25-34,admin.,single,university.degree,5.0,0
34916,43,35-49,entrepreneur,married,professional.course,6.0,0
34917,45,35-49,admin.,married,university.degree,5.0,0
34918,45,35-49,admin.,married,university.degree,5.0,0
34919,29,25-34,blue-collar,divorced,high.school,4.0,0
34920,39,35-49,technician,divorced,high.school,4.0,0
34921,39,35-49,technician,divorced,professional.course,6.0,0
34922,27,25-34,blue-collar,single,basic.6y,2.0,1
34923,27,25-34,admin.,married,high.school,4.0,1
34924,30,25-34,blue-collar,single,basic.9y,3.0,1
34925,56,50-64,management,married,university.degree,5.0,0
34926,44,35-49,blue-collar,married,high.school,4.0,0
34927,41,35-49,blue-collar,married,basic.4y,1.0,0
34928,46,35-49,services,married,high.school,4.0,0
34929,41,35-49,entrepreneur,divorced,,,0
34930,34,25-34,services,married,high.school,4.0,1
34931,41,35-49,entrepreneur,divorced,,,0
34932,39,35-49,blue-collar,married,basic.6y,2.0,0
34933,28,25-34,blue-collar,single,basic.6y,2.0,1
34934,29,25-34,blue-collar,divorced,high.school,4.0,0
34935,41,35-49,entrepreneur,divorced,,,0
34936,55,50-64,services,married,high.school,4.0,0
34937,30,25-34,retired,single,basic.9y,3.0,1
34938,29,25-34,blue-collar,divorced,,,1
34939,34,25-34,blue-collar,married,basic.9y,3.0,0
34940,45,35-49,services,married,high.school,4.0,0
34941,24,<25,blue-collar,single,basic.9y,3.0,1
34942,41,35-49,blue-collar,married,basic.6y,2.0,0
34943,51,50-64,technician,married,professional.course,6.0,0
34944,50,35-49,blue-collar,married,basic.4y,1.0,0
34945,43,35-49,blue-collar,married,high.school,4.0,0
34946,25,<25,blue-collar,single,basic.9y,3.0,1
34947,52,50-64,self-employed,divorced,university.degree,5.0,0
34948,33,25-34,admin.,married,high.school,4.0,1
34949,34,25-34,admin.,married,university.degree,5.0,0
34950,53,50-64,blue-collar,divorced,basic.4y,1.0,0
34951,41,35-49,blue-collar,single,basic.9y,3.0,0
34952,56,50-64,services,married,high.school,4.0,0
34953,56,50-64,services,married,high.school,4.0,0
34954,42,35-49,self-employed,married,professional.course,6.0,0
34955,42,35-49,self-employed,married,professional.course,6.0,0
34956,34,25-34,technician,divorced,professional.course,6.0,1
34957,34,25-34,admin.,married,university.degree,5.0,0
34958,56,50-64,services,married,high.school,4.0,0
34959,34,25-34,technician,divorced,professional.course,6.0,1
34960,25,<25,technician,single,basic.9y,3.0,1
34961,56,50-64,services,married,high.school,4.0,0
34962,39,35-49,technician,divorced,university.degree,5.0,0
34963,59,50-64,admin.,divorced,university.degree,5.0,0
34964,33,25-34,admin.,married,university.degree,5.0,0
34965,35,25-34,blue-collar,married,basic.4y,1.0,0
34966,43,35-49,services,married,basic.6y,2.0,0
34967,25,<25,blue-collar,single,basic.4y,1.0,1
34968,56,50-64,blue-collar,married,basic.9y,3.0,0
34969,34,25-34,technician,divorced,professional.course,6.0,0
34970,35,25-34,services,single,high.school,4.0,0
34971,42,35-49,self-employed,married,professional.course,6.0,0
34972,40,35-49,entrepreneur,married,high.school,4.0,0
34973,39,35-49,blue-collar,married,basic.9y,3.0,0
34974,30,25-34,technician,single,professional.course,6.0,1
34975,46,35-49,services,divorced,basic.4y,1.0,0
34976,55,50-64,admin.,married,high.school,4.0,0
34977,59,50-64,admin.,divorced,university.degree,5.0,0
34978,36,35-49,technician,married,professional.course,6.0,0
34979,29,25-34,admin.,single,university.degree,5.0,1
34980,27,25-34,technician,single,professional.course,6.0,0
34981,39,35-49,blue-collar,married,basic.9y,3.0,0
34982,53,50-64,services,married,basic.6y,2.0,0
34983,53,50-64,services,married,basic.6y,2.0,0
34984,46,35-49,admin.,married,high.school,4.0,0
34985,37,35-49,unemployed,married,university.degree,5.0,0
34986,33,25-34,blue-collar,single,basic.4y,1.0,1
34987,27,25-34,blue-collar,married,basic.9y,3.0,1
34988,44,35-49,management,married,university.degree,5.0,0
34989,55,50-64,blue-collar,married,professional.course,6.0,0
34990,29,25-34,blue-collar,married,basic.6y,2.0,1
34991,26,25-34,technician,married,professional.course,6.0,1
34992,28,25-34,technician,single,professional.course,6.0,1
34993,32,25-34,admin.,single,university.degree,5.0,1
34994,38,35-49,blue-collar,married,basic.4y,1.0,0
34995,35,25-34,management,single,university.degree,5.0,0
34996,30,25-34,services,single,high.school,4.0,1
34997,37,35-49,admin.,single,high.school,4.0,0
34998,52,50-64,blue-collar,married,basic.9y,3.0,0
34999,30,25-34,services,single,high.school,4.0,1
35000,47,35-49,blue-collar,married,high.school,4.0,0
35001,47,35-49,blue-collar,married,high.school,4.0,0
35002,39,35-49,admin.,divorced,high.school,4.0,0
35003,44,35-49,self-employed,married,university.degree,5.0,0
35004,45,35-49,blue-collar,single,high.school,4.0,0
35005,54,50-64,services,single,basic.6y,2.0,0
35006,43,35-49,blue-collar,divorced,basic.9y,3.0,0
35007,34,25-34,housemaid,married,high.school,4.0,1
35008,50,35-49,services,married,high.school,4.0,0
35009,58,50-64,admin.,married,basic.4y,1.0,0
35010,45,35-49,blue-collar,single,high.school,4.0,0
35011,31,25-34,blue-collar,married,university.degree,5.0,0
35012,25,<25,blue-collar,single,basic.9y,3.0,1
35013,55,50-64,management,married,basic.6y,2.0,0
35014,39,35-49,self-employed,married,basic.9y,3.0,0
35015,55,50-64,management,married,basic.6y,2.0,0
35016,51,50-64,admin.,married,high.school,4.0,0
35017,50,35-49,services,married,high.school,4.0,0
35018,30,25-34,entrepreneur,married,high.school,4.0,0
35019,35,25-34,blue-collar,single,basic.4y,1.0,0
35020,26,25-34,self-employed,single,university.degree,5.0,1
35021,32,25-34,blue-collar,single,basic.6y,2.0,1
35022,37,35-49,admin.,married,high.school,4.0,0
35023,23,<25,blue-collar,single,basic.4y,1.0,1
35024,31,25-34,blue-collar,married,basic.9y,3.0,0
35025,54,50-64,services,single,basic.6y,2.0,0
35026,51,50-64,admin.,married,high.school,4.0,0
35027,33,25-34,technician,divorced,high.school,4.0,0
35028,50,35-49,admin.,married,professional.course,6.0,0
35029,32,25-34,admin.,divorced,high.school,4.0,1
35030,35,25-34,admin.,single,high.school,4.0,0
35031,37,35-49,blue-collar,single,basic.6y,2.0,0
35032,33,25-34,services,divorced,high.school,4.0,1
35033,29,25-34,unemployed,married,university.degree,5.0,0
35034,28,25-34,self-employed,single,university.degree,5.0,0
35035,32,25-34,technician,single,university.degree,5.0,0
35036,32,25-34,admin.,single,university.degree,5.0,1
35037,32,25-34,entrepreneur,married,university.degree,5.0,0
35038,30,25-34,blue-collar,single,basic.9y,3.0,0
35039,44,35-49,management,married,university.degree,5.0,0
35040,31,25-34,services,single,professional.course,6.0,1
35041,30,25-34,management,single,university.degree,5.0,0
35042,39,35-49,admin.,married,university.degree,5.0,0
35043,55,50-64,housemaid,married,high.school,4.0,0
35044,28,25-34,services,single,basic.9y,3.0,1
35045,24,<25,services,single,high.school,4.0,1
35046,39,35-49,admin.,married,university.degree,5.0,0
35047,29,25-34,admin.,single,high.school,4.0,1
35048,39,35-49,admin.,married,university.degree,5.0,0
35049,53,50-64,admin.,divorced,basic.9y,3.0,0
35050,23,<25,blue-collar,single,basic.4y,1.0,0
35051,44,35-49,admin.,married,basic.9y,3.0,0
35052,38,35-49,services,divorced,high.school,4.0,0
35053,31,25-34,blue-collar,single,high.school,4.0,0
35054,48,35-49,blue-collar,married,basic.9y,3.0,0
35055,48,35-49,blue-collar,married,basic.9y,3.0,0
35056,36,35-49,admin.,married,university.degree,5.0,0
35057,48,35-49,admin.,married,high.school,4.0,0
35058,48,35-49,blue-collar,married,basic.9y,3.0,0
35059,48,35-49,blue-collar,married,basic.9y,3.0,0
35060,59,50-64,retired,divorced,basic.4y,1.0,0
35061,59,50-64,retired,divorced,basic.4y,1.0,0
35062,58,50-64,management,married,university.degree,5.0,0
35063,26,25-34,technician,single,university.degree,5.0,1
35064,35,25-34,blue-collar,single,basic.9y,3.0,0
35065,39,35-49,technician,married,,,0
35066,39,35-49,technician,married,,,0
35067,37,35-49,services,married,high.school,4.0,0
35068,53,50-64,services,married,university.degree,5.0,0
35069,34,25-34,blue-collar,married,basic.4y,1.0,0
35070,25,<25,blue-collar,single,basic.6y,2.0,1
35071,41,35-49,blue-collar,married,high.school,4.0,0
35072,24,<25,technician,single,basic.9y,3.0,1
35073,33,25-34,blue-collar,married,basic.9y,3.0,0
35074,32,25-34,blue-collar,single,basic.6y,2.0,1
35075,57,50-64,management,married,basic.4y,1.0,0
35076,37,35-49,blue-collar,married,basic.4y,1.0,0
35077,31,25-34,technician,single,,,1
35078,34,25-34,blue-collar,single,high.school,4.0,1
35079,33,25-34,admin.,single,high.school,4.0,1
35080,53,50-64,services,married,university.degree,5.0,0
35081,37,35-49,admin.,married,high.school,4.0,0
35082,41,35-49,entrepreneur,divorced,,,0
35083,29,25-34,admin.,single,high.school,4.0,0
35084,33,25-34,services,married,high.school,4.0,1
35085,30,25-34,technician,married,basic.9y,3.0,1
35086,47,35-49,services,married,high.school,4.0,0
35087,53,50-64,admin.,married,high.school,4.0,0
35088,41,35-49,blue-collar,married,basic.9y,3.0,0
35089,33,25-34,services,married,high.school,4.0,0
35090,31,25-34,technician,married,professional.course,6.0,1
35091,41,35-49,management,married,university.degree,5.0,0
35092,36,35-49,management,divorced,university.degree,5.0,0
35093,53,50-64,admin.,married,high.school,4.0,0
35094,24,<25,services,single,high.school,4.0,0
35095,34,25-34,services,divorced,high.school,4.0,1
35096,34,25-34,services,divorced,high.school,4.0,1
35097,29,25-34,services,single,basic.9y,3.0,1
35098,33,25-34,blue-collar,married,professional.course,6.0,0
35099,53,50-64,admin.,married,high.school,4.0,0
35100,26,25-34,services,married,high.school,4.0,0
35101,54,50-64,blue-collar,married,basic.4y,1.0,0
35102,27,25-34,services,single,high.school,4.0,0
35103,38,35-49,services,divorced,high.school,4.0,0
35104,37,35-49,unemployed,married,university.degree,5.0,0
35105,36,35-49,management,married,university.degree,5.0,0
35106,32,25-34,blue-collar,married,basic.4y,1.0,0
35107,32,25-34,technician,single,university.degree,5.0,0
35108,36,35-49,entrepreneur,married,basic.9y,3.0,0
35109,32,25-34,admin.,single,university.degree,5.0,1
35110,30,25-34,unemployed,single,high.school,4.0,1
35111,23,<25,technician,single,professional.course,6.0,1
35112,36,35-49,management,married,university.degree,5.0,0
35113,32,25-34,admin.,single,high.school,4.0,1
35114,49,35-49,entrepreneur,divorced,basic.9y,3.0,0
35115,31,25-34,admin.,single,university.degree,5.0,1
35116,30,25-34,technician,single,professional.course,6.0,0
35117,54,50-64,blue-collar,married,basic.4y,1.0,0
35118,43,35-49,management,married,university.degree,5.0,0
35119,44,35-49,entrepreneur,single,university.degree,5.0,0
35120,38,35-49,services,married,basic.6y,2.0,0
35121,54,50-64,retired,divorced,university.degree,5.0,0
35122,48,35-49,services,married,basic.9y,3.0,0
35123,33,25-34,blue-collar,married,basic.9y,3.0,1
35124,54,50-64,retired,divorced,university.degree,5.0,0
35125,37,35-49,services,married,high.school,4.0,0
35126,30,25-34,services,single,high.school,4.0,1
35127,29,25-34,technician,single,university.degree,5.0,0
35128,45,35-49,retired,married,basic.6y,2.0,0
35129,34,25-34,admin.,single,high.school,4.0,0
35130,37,35-49,blue-collar,married,basic.6y,2.0,0
35131,34,25-34,services,divorced,high.school,4.0,0
35132,30,25-34,blue-collar,single,basic.9y,3.0,1
35133,32,25-34,services,single,,,0
35134,27,25-34,services,single,high.school,4.0,0
35135,35,25-34,admin.,married,high.school,4.0,0
35136,39,35-49,blue-collar,divorced,high.school,4.0,0
35137,37,35-49,technician,single,professional.course,6.0,0
35138,36,35-49,technician,divorced,professional.course,6.0,0
35139,34,25-34,admin.,married,university.degree,5.0,1
35140,39,35-49,admin.,married,university.degree,5.0,0
35141,42,35-49,services,married,basic.9y,3.0,0
35142,45,35-49,self-employed,divorced,university.degree,5.0,0
35143,45,35-49,self-employed,divorced,university.degree,5.0,0
35144,35,25-34,admin.,married,high.school,4.0,0
35145,42,35-49,management,married,university.degree,5.0,0
35146,53,50-64,technician,divorced,professional.course,6.0,0
35147,23,<25,admin.,single,professional.course,6.0,0
35148,53,50-64,technician,divorced,professional.course,6.0,0
35149,22,<25,services,married,high.school,4.0,1
35150,27,25-34,blue-collar,married,,,1
35151,40,35-49,management,divorced,university.degree,5.0,0
35152,32,25-34,admin.,single,professional.course,6.0,1
35153,25,<25,blue-collar,single,basic.9y,3.0,1
35154,28,25-34,admin.,single,university.degree,5.0,1
35155,31,25-34,admin.,single,high.school,4.0,1
35156,36,35-49,technician,married,high.school,4.0,0
35157,49,35-49,self-employed,married,high.school,4.0,0
35158,39,35-49,technician,divorced,high.school,4.0,0
35159,35,25-34,blue-collar,married,basic.6y,2.0,0
35160,27,25-34,services,single,high.school,4.0,1
35161,39,35-49,management,married,university.degree,5.0,0
35162,36,35-49,services,divorced,university.degree,5.0,0
35163,58,50-64,blue-collar,married,basic.9y,3.0,0
35164,25,<25,blue-collar,single,basic.6y,2.0,0
35165,32,25-34,technician,single,professional.course,6.0,0
35166,47,35-49,services,divorced,high.school,4.0,0
35167,37,35-49,services,married,high.school,4.0,0
35168,35,25-34,blue-collar,married,basic.6y,2.0,0
35169,54,50-64,management,married,university.degree,5.0,0
35170,41,35-49,services,married,basic.6y,2.0,0
35171,51,50-64,blue-collar,married,basic.9y,3.0,0
35172,44,35-49,management,married,university.degree,5.0,0
35173,26,25-34,blue-collar,single,basic.4y,1.0,1
35174,31,25-34,unemployed,married,basic.9y,3.0,0
35175,37,35-49,services,married,basic.6y,2.0,0
35176,57,50-64,blue-collar,married,basic.9y,3.0,0
35177,27,25-34,blue-collar,married,basic.9y,3.0,1
35178,51,50-64,blue-collar,married,basic.9y,3.0,0
35179,43,35-49,admin.,married,high.school,4.0,0
35180,54,50-64,blue-collar,married,basic.4y,1.0,0
35181,44,35-49,blue-collar,married,basic.4y,1.0,0
35182,29,25-34,unemployed,married,university.degree,5.0,0
35183,51,50-64,blue-collar,married,basic.9y,3.0,0
35184,48,35-49,admin.,married,high.school,4.0,0
35185,30,25-34,blue-collar,single,high.school,4.0,1
35186,58,50-64,admin.,married,basic.4y,1.0,0
35187,21,<25,student,single,high.school,4.0,1
35188,51,50-64,blue-collar,married,basic.9y,3.0,0
35189,31,25-34,admin.,single,university.degree,5.0,0
35190,39,35-49,admin.,married,university.degree,5.0,0
35191,32,25-34,blue-collar,married,professional.course,6.0,0
35192,33,25-34,services,married,high.school,4.0,0
35193,54,50-64,entrepreneur,married,high.school,4.0,0
35194,60,50-64,admin.,divorced,high.school,4.0,0
35195,60,50-64,admin.,divorced,high.school,4.0,0
35196,20,<25,blue-collar,single,basic.9y,3.0,1
35197,52,50-64,admin.,married,university.degree,5.0,0
35198,60,50-64,admin.,divorced,high.school,4.0,0
35199,41,35-49,management,married,university.degree,5.0,0
35200,27,25-34,technician,divorced,,,0
35201,33,25-34,services,single,university.degree,5.0,0
35202,42,35-49,services,married,basic.9y,3.0,0
35203,27,25-34,blue-collar,single,basic.9y,3.0,1
35204,29,25-34,admin.,married,basic.6y,2.0,1
35205,26,25-34,technician,single,professional.course,6.0,1
35206,29,25-34,admin.,single,high.school,4.0,1
35207,33,25-34,retired,married,high.school,4.0,0
35208,30,25-34,management,married,university.degree,5.0,1
35209,42,35-49,admin.,married,basic.9y,3.0,0
35210,37,35-49,admin.,single,high.school,4.0,0
35211,24,<25,blue-collar,single,high.school,4.0,0
35212,25,<25,blue-collar,married,basic.4y,1.0,1
35213,39,35-49,blue-collar,married,basic.6y,2.0,0
35214,34,25-34,blue-collar,married,professional.course,6.0,0
35215,24,<25,services,married,high.school,4.0,0
35216,37,35-49,admin.,single,high.school,4.0,0
35217,37,35-49,admin.,divorced,high.school,4.0,0
35218,32,25-34,blue-collar,married,professional.course,6.0,1
35219,29,25-34,blue-collar,single,basic.9y,3.0,0
35220,25,<25,blue-collar,single,basic.4y,1.0,0
35221,32,25-34,technician,single,university.degree,5.0,1
35222,44,35-49,blue-collar,married,basic.6y,2.0,0
35223,29,25-34,blue-collar,single,basic.4y,1.0,1
35224,28,25-34,blue-collar,single,basic.9y,3.0,0
35225,34,25-34,services,married,high.school,4.0,0
35226,44,35-49,blue-collar,married,high.school,4.0,0
35227,48,35-49,blue-collar,married,basic.9y,3.0,0
35228,59,50-64,technician,married,,,0
35229,58,50-64,management,married,university.degree,5.0,0
35230,26,25-34,technician,married,,,0
35231,53,50-64,blue-collar,married,professional.course,6.0,0
35232,45,35-49,entrepreneur,divorced,university.degree,5.0,0
35233,46,35-49,blue-collar,married,basic.4y,1.0,0
35234,21,<25,student,single,high.school,4.0,0
35235,28,25-34,self-employed,married,basic.9y,3.0,0
35236,24,<25,technician,single,university.degree,5.0,1
35237,58,50-64,services,married,basic.6y,2.0,0
35238,30,25-34,services,single,high.school,4.0,0
35239,23,<25,blue-collar,married,high.school,4.0,1
35240,32,25-34,blue-collar,married,,,1
35241,31,25-34,unemployed,single,high.school,4.0,1
35242,41,35-49,admin.,married,high.school,4.0,0
35243,29,25-34,admin.,single,basic.6y,2.0,1
35244,31,25-34,services,single,high.school,4.0,1
35245,35,25-34,management,single,university.degree,5.0,0
35246,29,25-34,blue-collar,single,basic.9y,3.0,0
35247,31,25-34,blue-collar,married,basic.9y,3.0,1
35248,30,25-34,blue-collar,married,professional.course,6.0,0
35249,35,25-34,blue-collar,married,basic.6y,2.0,0
35250,41,35-49,blue-collar,married,high.school,4.0,0
35251,24,<25,technician,single,professional.course,6.0,0
35252,41,35-49,blue-collar,divorced,basic.4y,1.0,0
35253,29,25-34,blue-collar,divorced,high.school,4.0,0
35254,30,25-34,services,single,high.school,4.0,1
35255,26,25-34,services,married,high.school,4.0,1
35256,34,25-34,services,married,high.school,4.0,1
35257,30,25-34,services,married,high.school,4.0,1
35258,49,35-49,management,married,university.degree,5.0,0
35259,32,25-34,technician,single,professional.course,6.0,1
35260,26,25-34,blue-collar,single,basic.9y,3.0,0
35261,31,25-34,admin.,single,basic.9y,3.0,0
35262,24,<25,technician,single,professional.course,6.0,1
35263,32,25-34,technician,single,university.degree,5.0,0
35264,55,50-64,blue-collar,married,professional.course,6.0,0
35265,28,25-34,blue-collar,single,basic.6y,2.0,1
35266,23,<25,services,single,high.school,4.0,1
35267,26,25-34,blue-collar,married,basic.9y,3.0,1
35268,49,35-49,entrepreneur,divorced,basic.9y,3.0,0
35269,46,35-49,admin.,married,high.school,4.0,0
35270,41,35-49,blue-collar,married,basic.4y,1.0,0
35271,30,25-34,services,single,high.school,4.0,0
35272,34,25-34,technician,single,professional.course,6.0,1
35273,32,25-34,admin.,single,high.school,4.0,0
35274,27,25-34,admin.,married,basic.6y,2.0,0
35275,56,50-64,entrepreneur,married,university.degree,5.0,0
35276,54,50-64,retired,divorced,university.degree,5.0,0
35277,30,25-34,technician,single,high.school,4.0,1
35278,31,25-34,self-employed,divorced,basic.9y,3.0,1
35279,23,<25,blue-collar,single,professional.course,6.0,1
35280,32,25-34,technician,married,professional.course,6.0,1
35281,37,35-49,services,divorced,basic.4y,1.0,0
35282,39,35-49,admin.,married,university.degree,5.0,0
35283,32,25-34,technician,single,professional.course,6.0,0
35284,29,25-34,admin.,single,high.school,4.0,1
35285,39,35-49,admin.,married,university.degree,5.0,0
35286,44,35-49,admin.,married,high.school,4.0,0
35287,32,25-34,blue-collar,married,basic.9y,3.0,1
35288,33,25-34,blue-collar,married,basic.9y,3.0,1
35289,25,<25,services,single,high.school,4.0,1
35290,28,25-34,self-employed,married,basic.9y,3.0,1
35291,36,35-49,management,married,university.degree,5.0,0
35292,23,<25,admin.,single,high.school,4.0,1
35293,60,50-64,retired,divorced,high.school,4.0,0
35294,34,25-34,blue-collar,married,professional.course,6.0,1
