id,housing,loan,default
32634,no,no,no
32635,no,no,no
32636,no,no,no
32637,no,no,no
32638,no,no,no
32639,yes,no,no
32640,yes,no,no
32641,yes,no,no
32642,yes,no,no
32643,yes,no,no
32644,yes,no,
32645,yes,no,no
32646,yes,no,no
32647,yes,yes,
32648,yes,no,
32649,yes,no,no
32650,no,no,no
32651,yes,no,no
32652,yes,no,no
32653,yes,no,no
32654,yes,no,no
32655,no,no,no
32656,yes,no,
32657,no,no,no
32658,yes,yes,no
32659,no,no,no
32660,yes,no,no
32661,yes,no,no
32662,no,no,no
32663,no,no,no
32664,no,no,no
32665,no,yes,no
32666,yes,no,no
32667,no,no,no
32668,no,no,no
32669,yes,no,no
32670,yes,no,no
32671,no,no,
32672,yes,no,no
32673,no,no,no
32674,yes,no,no
32675,yes,no,no
32676,yes,no,no
32677,yes,no,no
32678,yes,no,
32679,yes,no,no
32680,yes,no,no
32681,yes,no,no
32682,no,no,no
32683,yes,no,no
32684,yes,yes,no
32685,yes,no,no
32686,yes,yes,no
32687,yes,no,no
32688,yes,no,no
32689,yes,no,no
32690,yes,no,no
32691,no,no,no
32692,no,no,no
32693,no,no,
32694,yes,no,no
32695,yes,no,
32696,yes,no,no
32697,no,no,
32698,yes,no,
32699,no,no,no
32700,no,no,no
32701,yes,no,no
32702,yes,no,no
32703,no,yes,no
32704,yes,no,no
32705,yes,no,no
32706,yes,no,no
32707,no,no,no
32708,no,yes,no
32709,yes,yes,
32710,yes,no,no
32711,no,no,
32712,no,no,no
32713,no,no,no
32714,no,no,
32715,no,no,
32716,no,yes,no
32717,no,no,no
32718,no,no,no
32719,yes,no,no
32720,yes,no,no
32721,no,no,no
32722,yes,no,
32723,yes,no,
32724,yes,no,
32725,yes,no,no
32726,yes,yes,no
32727,no,yes,no
32728,yes,no,no
32729,no,yes,no
32730,yes,no,no
32731,yes,no,no
32732,yes,no,no
32733,no,no,no
32734,no,no,no
32735,yes,no,
32736,no,no,no
32737,,,no
32738,yes,no,no
32739,no,no,no
32740,yes,yes,no
32741,no,no,no
32742,yes,yes,no
32743,yes,no,no
32744,yes,no,no
32745,yes,yes,
32746,yes,no,no
32747,no,no,
32748,yes,no,no
32749,yes,no,no
32750,yes,no,no
32751,yes,no,no
32752,no,no,no
32753,no,no,no
32754,no,no,no
32755,yes,no,
32756,no,no,no
32757,yes,no,
32758,no,yes,no
32759,yes,no,no
32760,yes,no,
32761,no,no,no
32762,no,no,
32763,yes,no,no
32764,yes,no,no
32765,yes,no,no
32766,no,no,
32767,no,no,no
32768,no,no,no
32769,yes,yes,
32770,no,no,no
32771,yes,no,no
32772,no,no,no
32773,no,no,
32774,yes,yes,no
32775,yes,yes,
32776,yes,no,no
32777,no,no,no
32778,no,yes,no
32779,no,no,no
32780,no,no,
32781,no,yes,no
32782,yes,no,no
32783,no,no,no
32784,yes,yes,no
32785,no,no,no
32786,yes,no,no
32787,no,no,no
32788,no,no,no
32789,no,no,no
32790,no,no,no
32791,no,no,no
32792,no,no,no
32793,no,no,no
32794,yes,yes,no
32795,yes,no,no
32796,yes,no,no
32797,no,no,no
32798,yes,yes,no
32799,yes,no,no
32800,yes,no,no
32801,yes,yes,no
32802,yes,yes,no
32803,yes,no,no
32804,yes,yes,
32805,no,no,no
32806,no,no,no
32807,yes,yes,no
32808,yes,no,
32809,no,no,no
32810,yes,no,no
32811,yes,no,no
32812,yes,yes,no
32813,no,no,
32814,yes,no,no
32815,no,no,no
32816,yes,no,no
32817,yes,no,no
32818,no,no,no
32819,no,no,no
32820,yes,no,no
32821,yes,yes,no
32822,yes,no,no
32823,,,no
32824,yes,yes,no
32825,yes,no,no
32826,yes,no,no
32827,yes,no,no
32828,no,no,no
32829,no,no,no
32830,yes,no,no
32831,yes,no,no
32832,no,no,no
32833,yes,no,no
32834,yes,no,no
32835,yes,no,
32836,no,no,no
32837,yes,yes,no
32838,yes,yes,no
32839,yes,no,no
32840,yes,no,
32841,yes,yes,no
32842,yes,yes,no
32843,no,no,
32844,yes,no,
32845,no,no,no
32846,yes,no,no
32847,no,no,no
32848,no,no,no
32849,no,no,no
32850,no,no,no
32851,no,no,no
32852,no,no,no
32853,no,yes,no
32854,no,no,no
32855,yes,no,no
32856,no,no,no
32857,yes,no,no
32858,no,yes,no
32859,no,no,
32860,no,no,no
32861,yes,no,no
32862,yes,no,no
32863,no,no,no
32864,yes,yes,
32865,no,no,no
32866,yes,yes,
32867,yes,no,no
32868,yes,yes,no
32869,yes,no,no
32870,no,yes,no
32871,no,no,no
32872,yes,no,no
32873,yes,no,no
32874,yes,no,no
32875,no,no,
32876,yes,no,no
32877,no,no,
32878,yes,yes,no
32879,no,yes,no
32880,no,yes,no
32881,yes,no,no
32882,no,no,no
32883,yes,no,no
32884,no,yes,
32885,no,yes,no
32886,yes,yes,no
32887,yes,no,
32888,yes,no,
32889,yes,no,no
32890,yes,no,
32891,yes,no,no
32892,no,no,no
32893,yes,no,
32894,yes,no,no
32895,yes,no,no
32896,,,
32897,yes,no,
32898,yes,no,
32899,yes,no,
32900,yes,yes,
32901,yes,no,
32902,yes,no,
32903,yes,no,
32904,yes,no,no
32905,yes,no,no
32906,yes,no,no
32907,yes,no,no
32908,yes,yes,no
32909,yes,no,
32910,yes,no,no
32911,yes,yes,no
32912,no,no,no
32913,yes,no,no
32914,yes,yes,no
32915,no,yes,
32916,yes,no,no
32917,no,no,no
32918,yes,no,no
32919,yes,yes,no
32920,yes,no,no
32921,yes,no,no
32922,yes,no,
32923,yes,no,no
32924,yes,no,no
32925,yes,no,no
32926,no,yes,
32927,no,yes,
32928,yes,no,no
32929,yes,no,no
32930,yes,no,no
32931,yes,no,no
32932,no,no,
32933,no,no,no
32934,yes,no,no
32935,yes,no,no
32936,yes,no,no
32937,yes,yes,no
32938,no,no,no
32939,yes,no,
32940,no,no,no
32941,yes,no,
32942,yes,no,
32943,yes,no,no
32944,yes,no,no
32945,no,no,
32946,yes,yes,no
32947,yes,no,no
32948,no,yes,no
32949,no,no,no
32950,no,no,no
32951,yes,no,
32952,no,no,no
32953,yes,yes,no
32954,yes,no,no
32955,no,no,no
32956,yes,yes,no
32957,no,no,no
32958,yes,no,no
32959,no,yes,no
32960,yes,no,no
32961,no,yes,no
32962,yes,no,
32963,yes,no,no
32964,no,no,no
32965,no,no,
32966,yes,no,no
32967,no,no,no
32968,yes,no,no
32969,yes,no,no
32970,yes,no,
32971,yes,no,no
32972,no,no,
32973,no,no,no
32974,yes,no,no
32975,yes,no,no
32976,yes,no,no
32977,yes,no,no
32978,no,no,no
32979,yes,no,
32980,no,no,no
32981,yes,yes,no
32982,yes,no,no
32983,yes,no,no
32984,no,no,no
32985,no,no,no
32986,no,no,
32987,yes,no,
32988,no,no,
32989,no,no,
32990,no,no,
32991,no,no,
32992,no,no,no
32993,no,no,no
32994,no,no,no
32995,no,no,
32996,yes,no,no
32997,yes,yes,no
32998,no,no,no
32999,yes,no,
33000,yes,no,no
33001,no,no,no
33002,no,no,no
33003,yes,no,
33004,yes,no,
33005,yes,no,no
33006,yes,yes,no
33007,no,no,
33008,yes,no,no
33009,yes,no,
33010,no,no,
33011,yes,yes,no
33012,yes,no,
33013,yes,yes,no
33014,yes,no,
33015,yes,no,no
33016,no,no,no
33017,yes,no,no
33018,,,no
33019,yes,no,no
33020,yes,no,no
33021,yes,no,
33022,yes,no,no
33023,no,no,
33024,no,no,no
33025,yes,no,
33026,,,no
33027,yes,no,no
33028,no,yes,no
33029,yes,no,no
33030,no,no,
33031,,,
33032,,,
33033,no,no,no
33034,yes,no,no
33035,yes,no,no
33036,no,no,
33037,yes,no,no
33038,yes,yes,no
33039,no,yes,no
33040,yes,no,no
33041,no,no,no
33042,yes,no,
33043,yes,no,no
33044,yes,no,
33045,yes,no,no
33046,yes,no,
33047,no,no,no
33048,yes,no,no
33049,no,no,
33050,yes,no,
33051,no,no,no
33052,no,no,no
33053,yes,no,
33054,yes,no,no
33055,yes,no,no
33056,yes,no,no
33057,,,
33058,no,no,no
33059,no,no,no
33060,no,no,no
33061,yes,no,no
33062,yes,yes,no
33063,yes,no,
33064,no,no,
33065,no,no,no
33066,yes,no,no
33067,yes,no,no
33068,no,no,no
33069,yes,no,no
33070,no,no,no
33071,no,yes,no
33072,no,no,
33073,,,no
33074,no,no,no
33075,no,no,no
33076,no,no,no
33077,yes,no,
33078,no,no,no
33079,yes,no,
33080,no,no,no
33081,yes,no,no
33082,no,no,
33083,yes,no,no
33084,no,no,no
33085,yes,no,no
33086,yes,no,no
33087,yes,no,no
33088,yes,no,no
33089,yes,no,
33090,no,no,no
33091,yes,no,no
33092,yes,yes,no
33093,yes,no,no
33094,yes,no,no
33095,yes,yes,no
33096,yes,yes,no
33097,yes,no,no
33098,no,no,no
33099,yes,no,
33100,no,no,no
33101,yes,no,no
33102,yes,yes,no
33103,yes,no,no
33104,yes,no,no
33105,no,no,no
33106,yes,no,no
33107,yes,yes,no
33108,yes,yes,no
33109,no,no,no
33110,no,yes,
33111,,,
33112,no,no,no
33113,no,yes,
33114,no,no,no
33115,no,no,no
33116,no,no,no
33117,yes,yes,no
33118,yes,no,no
33119,yes,no,no
33120,no,yes,no
33121,yes,no,no
33122,no,no,no
33123,yes,no,
33124,no,no,no
33125,yes,no,no
33126,yes,no,no
33127,yes,no,no
33128,yes,no,no
33129,yes,no,
33130,no,no,no
33131,yes,no,no
33132,no,yes,no
33133,yes,no,no
33134,yes,no,no
33135,yes,no,no
33136,yes,yes,no
33137,yes,no,no
33138,yes,no,no
33139,yes,yes,no
33140,yes,no,no
33141,yes,yes,no
33142,yes,no,no
33143,no,no,no
33144,no,no,no
33145,no,no,no
33146,no,yes,no
33147,yes,no,
33148,yes,no,no
33149,yes,yes,no
33150,no,no,no
33151,yes,yes,no
33152,no,no,no
33153,no,no,no
33154,no,no,no
33155,no,yes,no
33156,yes,no,no
33157,yes,no,no
33158,yes,no,no
33159,yes,no,no
33160,no,no,no
33161,yes,no,no
33162,yes,yes,no
33163,yes,no,no
33164,yes,no,no
33165,yes,no,no
33166,no,no,no
33167,yes,no,no
33168,yes,no,
33169,yes,no,no
33170,,,no
33171,yes,no,no
33172,yes,no,no
33173,no,no,no
33174,yes,no,
33175,yes,no,no
33176,no,no,no
33177,yes,yes,no
33178,yes,no,no
33179,no,no,
33180,yes,no,no
33181,no,no,no
33182,yes,no,no
33183,yes,no,no
33184,no,no,no
33185,yes,no,no
33186,yes,no,no
33187,yes,no,no
33188,no,no,no
33189,yes,no,no
33190,no,no,no
33191,yes,yes,no
33192,no,yes,no
33193,yes,no,no
33194,yes,yes,no
33195,no,no,no
33196,yes,no,no
33197,yes,no,
33198,yes,no,no
33199,yes,no,
33200,no,no,
33201,no,no,no
33202,yes,no,no
33203,yes,no,no
33204,no,no,no
33205,yes,no,no
33206,yes,no,no
33207,yes,yes,no
33208,yes,no,no
33209,yes,no,no
33210,no,no,no
33211,no,no,no
33212,yes,no,no
33213,yes,no,
33214,no,no,no
33215,yes,no,no
33216,yes,no,no
33217,yes,yes,no
33218,no,no,no
33219,yes,no,
33220,no,no,
33221,no,no,no
33222,no,no,
33223,yes,no,no
33224,no,no,
33225,yes,no,no
33226,yes,no,no
33227,no,no,no
33228,yes,yes,no
33229,no,no,no
33230,no,no,no
33231,yes,no,no
33232,yes,yes,no
33233,yes,no,no
33234,no,no,no
33235,yes,no,
33236,yes,no,no
33237,yes,yes,no
33238,yes,no,no
33239,yes,yes,no
33240,no,no,no
33241,,,no
33242,yes,no,no
33243,yes,no,no
33244,no,no,no
33245,no,no,no
33246,yes,no,no
33247,no,no,
33248,yes,no,no
33249,yes,no,no
33250,no,no,no
33251,no,no,no
33252,no,no,no
33253,no,no,
33254,yes,no,no
33255,no,no,no
33256,no,no,no
33257,yes,yes,no
33258,no,no,no
33259,no,no,no
33260,no,yes,no
33261,yes,no,no
33262,yes,yes,no
33263,yes,no,no
33264,yes,no,no
33265,no,no,no
33266,yes,no,no
33267,yes,yes,no
33268,no,no,no
33269,no,no,no
33270,no,no,no
33271,yes,no,no
33272,yes,yes,no
33273,yes,no,no
33274,no,no,
33275,no,no,no
33276,no,no,no
33277,yes,yes,no
33278,no,no,no
33279,no,no,no
33280,yes,no,
33281,yes,no,no
33282,yes,no,no
33283,yes,no,no
33284,no,no,no
33285,no,no,no
33286,yes,no,no
33287,yes,no,no
33288,yes,no,no
33289,yes,no,no
33290,yes,no,no
33291,no,no,
33292,no,no,no
33293,yes,no,no
33294,no,no,no
33295,,,
33296,no,no,
33297,no,no,no
33298,yes,no,no
33299,yes,no,
33300,no,no,no
33301,yes,no,no
33302,no,no,no
33303,no,no,no
33304,yes,no,
33305,no,no,no
33306,yes,no,no
33307,no,no,no
33308,no,yes,no
33309,yes,no,no
33310,yes,no,no
33311,no,no,
33312,no,no,no
33313,no,no,
33314,yes,no,no
33315,yes,no,
33316,no,no,no
33317,yes,no,no
33318,yes,no,
33319,yes,no,no
33320,yes,yes,no
33321,yes,no,no
33322,no,no,no
33323,yes,yes,no
33324,no,yes,no
33325,yes,no,no
33326,yes,no,no
33327,no,yes,no
33328,yes,no,no
33329,no,no,no
33330,no,no,no
33331,no,no,
33332,no,yes,no
33333,yes,no,no
33334,yes,no,no
33335,no,yes,no
33336,no,no,no
33337,yes,no,no
33338,yes,no,no
33339,no,no,no
33340,yes,no,
33341,yes,no,no
33342,yes,no,no
33343,yes,no,no
33344,no,no,
33345,no,no,no
33346,no,no,
33347,no,no,
33348,yes,no,no
33349,no,no,
33350,yes,no,no
33351,no,no,no
33352,,,no
33353,no,no,
33354,no,no,no
33355,yes,no,no
33356,yes,no,no
33357,no,no,no
33358,no,yes,no
33359,yes,no,no
33360,yes,no,no
33361,no,no,no
33362,yes,no,no
33363,yes,no,no
33364,no,no,
33365,no,no,no
33366,yes,no,
33367,yes,no,no
33368,no,no,no
33369,yes,no,no
33370,no,no,no
33371,no,no,no
33372,no,yes,
33373,yes,no,no
33374,yes,no,no
33375,no,no,no
33376,no,no,no
33377,yes,no,no
33378,yes,no,
33379,,,no
33380,,,no
33381,no,no,no
33382,no,yes,no
33383,no,no,no
33384,yes,no,no
33385,no,no,
33386,yes,no,
33387,no,yes,no
33388,no,no,no
33389,yes,yes,no
33390,yes,no,no
33391,yes,no,no
33392,yes,no,
33393,yes,no,
33394,yes,no,no
33395,no,yes,no
33396,yes,no,
33397,no,no,no
33398,,,no
33399,no,no,no
33400,yes,no,no
33401,no,no,no
33402,yes,no,no
33403,yes,no,
33404,yes,no,
33405,yes,no,no
33406,no,yes,no
33407,yes,no,no
33408,yes,no,no
33409,no,no,no
33410,yes,no,no
33411,yes,no,no
33412,yes,no,no
33413,yes,no,no
33414,yes,yes,no
33415,no,no,no
33416,yes,yes,no
33417,yes,yes,no
33418,no,no,no
33419,yes,yes,no
33420,no,no,no
33421,no,no,no
33422,yes,no,no
33423,yes,yes,no
33424,yes,no,no
33425,yes,no,no
33426,yes,no,no
33427,yes,yes,no
33428,yes,no,
33429,no,no,
33430,no,no,no
33431,yes,no,
33432,yes,no,no
33433,no,no,no
33434,yes,no,no
33435,yes,no,no
33436,,,no
33437,yes,no,no
33438,yes,yes,no
33439,yes,no,no
33440,no,no,no
33441,yes,no,
33442,yes,no,no
33443,no,no,no
33444,no,no,no
33445,no,yes,
33446,yes,no,no
33447,yes,no,
33448,yes,no,no
33449,yes,no,no
33450,yes,no,no
33451,no,no,no
33452,no,no,
33453,yes,no,no
33454,no,yes,
33455,yes,no,no
33456,yes,no,
33457,no,yes,
33458,no,no,no
33459,no,yes,no
33460,yes,yes,no
33461,yes,no,no
33462,,,no
33463,no,no,no
33464,no,no,no
33465,no,no,no
33466,no,no,no
33467,,,no
33468,yes,no,no
33469,yes,yes,no
33470,yes,no,no
33471,no,no,no
33472,no,yes,
33473,yes,no,no
33474,no,no,no
33475,no,no,no
33476,no,no,no
33477,yes,no,no
33478,no,no,no
33479,no,yes,no
33480,no,no,
33481,yes,no,no
33482,yes,no,no
33483,yes,no,no
33484,no,no,no
33485,yes,no,no
33486,no,no,no
33487,no,no,no
33488,yes,yes,
33489,yes,no,no
33490,yes,no,
33491,no,no,no
33492,no,no,no
33493,yes,no,no
33494,yes,yes,no
33495,no,no,
33496,no,no,no
33497,yes,no,no
33498,yes,no,
33499,yes,yes,no
33500,yes,no,no
33501,no,no,no
33502,no,no,no
33503,no,no,no
33504,yes,no,no
33505,yes,no,no
33506,yes,no,no
33507,no,no,no
33508,no,no,no
33509,yes,no,no
33510,yes,yes,no
33511,yes,no,no
33512,yes,no,no
33513,no,yes,no
33514,yes,no,no
33515,yes,no,no
33516,yes,no,no
33517,yes,yes,no
33518,yes,no,no
33519,yes,no,
33520,no,no,no
33521,yes,yes,no
33522,no,no,no
33523,no,no,
33524,yes,no,
33525,yes,no,no
33526,yes,no,no
33527,yes,no,no
33528,no,no,no
33529,no,no,no
33530,no,no,no
33531,no,no,no
33532,yes,no,no
33533,yes,no,no
33534,no,no,no
33535,yes,no,no
33536,yes,no,no
33537,yes,yes,no
33538,yes,no,no
33539,yes,no,
33540,yes,no,no
33541,yes,no,no
33542,no,no,no
33543,yes,no,no
33544,no,no,no
33545,yes,no,no
33546,yes,no,no
33547,no,no,no
33548,yes,no,no
33549,yes,no,no
33550,yes,no,no
33551,yes,no,no
33552,no,no,
33553,yes,no,no
33554,yes,no,no
33555,yes,no,no
33556,no,no,
33557,yes,no,no
33558,yes,no,no
33559,yes,yes,no
33560,no,no,
33561,no,no,
33562,no,no,no
33563,no,no,no
33564,no,no,no
33565,yes,no,no
33566,yes,no,no
33567,yes,no,no
33568,no,no,no
33569,no,no,no
33570,no,no,no
33571,yes,no,no
33572,no,no,no
33573,yes,no,no
33574,,,no
33575,yes,no,no
33576,,,
33577,no,no,no
33578,,,no
33579,no,no,no
33580,yes,no,
33581,yes,no,
33582,no,no,no
33583,no,no,no
33584,no,no,no
33585,yes,no,no
33586,no,yes,
33587,no,yes,no
33588,yes,no,no
33589,yes,no,
33590,yes,no,no
33591,yes,no,no
33592,no,no,no
33593,no,no,no
33594,yes,no,no
33595,yes,no,no
33596,yes,no,no
33597,no,no,
33598,no,no,no
33599,no,no,no
33600,yes,no,no
33601,no,yes,no
33602,no,no,no
33603,no,no,no
33604,yes,no,no
33605,yes,no,no
33606,yes,yes,
33607,yes,no,no
33608,yes,no,no
33609,yes,yes,no
33610,no,no,no
33611,no,no,no
33612,yes,yes,no
33613,no,no,no
33614,yes,no,no
33615,yes,yes,
33616,yes,no,no
33617,no,no,
33618,yes,no,no
33619,yes,no,no
33620,yes,no,
33621,yes,no,no
33622,no,yes,no
33623,yes,yes,no
33624,yes,no,no
33625,no,no,no
33626,yes,no,
33627,yes,yes,no
33628,yes,no,
33629,yes,no,no
33630,yes,yes,no
33631,yes,yes,no
33632,yes,yes,no
33633,yes,yes,no
33634,yes,yes,no
33635,yes,yes,no
33636,yes,yes,no
33637,yes,yes,no
33638,yes,no,no
33639,yes,no,
33640,yes,no,
33641,yes,no,no
33642,no,no,no
33643,yes,no,
33644,yes,no,no
33645,yes,no,
33646,yes,no,no
33647,yes,no,
33648,,,
33649,yes,no,no
33650,yes,no,
33651,yes,no,no
33652,yes,yes,no
33653,no,no,
33654,yes,no,no
33655,yes,no,no
33656,yes,no,no
33657,yes,no,
33658,no,no,no
33659,no,no,no
33660,yes,no,
33661,no,no,no
33662,yes,no,no
33663,yes,no,
33664,no,no,
33665,yes,no,
33666,yes,yes,
33667,yes,no,no
33668,no,no,no
33669,yes,yes,no
33670,no,no,no
33671,no,no,no
33672,yes,no,no
33673,yes,no,no
33674,,,no
33675,yes,yes,no
33676,yes,no,no
33677,no,no,no
33678,no,no,no
33679,yes,no,no
33680,yes,no,no
33681,no,no,no
33682,yes,yes,no
33683,no,no,
33684,yes,no,no
33685,yes,no,no
33686,no,no,no
33687,yes,no,no
33688,yes,no,no
33689,no,no,no
33690,yes,no,no
33691,yes,yes,
33692,yes,no,no
33693,yes,no,no
33694,yes,no,no
33695,yes,no,no
33696,yes,no,no
33697,yes,no,no
33698,yes,no,no
33699,yes,no,
33700,yes,no,no
33701,yes,no,no
33702,yes,no,no
33703,yes,yes,no
33704,no,yes,no
33705,yes,yes,no
33706,no,yes,no
33707,yes,no,no
33708,yes,no,no
33709,yes,no,no
33710,no,no,no
33711,yes,no,no
33712,no,yes,no
33713,no,no,
33714,yes,no,no
33715,yes,no,no
33716,yes,no,no
33717,yes,yes,no
33718,yes,no,no
33719,yes,no,no
33720,no,no,
33721,no,no,no
33722,yes,no,
33723,yes,yes,no
33724,yes,yes,no
33725,yes,no,no
33726,yes,yes,
33727,yes,no,no
33728,no,no,
33729,yes,no,no
33730,yes,no,no
33731,yes,no,
33732,yes,no,no
33733,yes,no,no
33734,yes,no,no
33735,yes,yes,
33736,yes,yes,no
33737,no,yes,no
33738,yes,no,no
33739,yes,yes,
33740,yes,yes,
33741,yes,no,no
33742,yes,no,no
33743,yes,no,no
33744,no,yes,no
33745,no,no,no
33746,no,yes,no
33747,no,no,no
33748,yes,no,no
33749,yes,no,no
33750,yes,yes,no
33751,no,no,
33752,no,no,no
33753,no,no,no
33754,no,no,no
33755,yes,no,no
33756,no,no,no
33757,no,no,no
33758,no,yes,no
33759,yes,no,no
33760,yes,yes,no
33761,no,no,no
33762,yes,no,
33763,no,no,
33764,no,no,no
33765,yes,no,no
33766,no,no,no
33767,yes,no,no
33768,yes,no,no
33769,no,no,no
33770,yes,no,no
33771,yes,no,no
33772,yes,no,no
33773,no,no,no
33774,no,no,no
33775,yes,yes,no
33776,no,no,no
33777,yes,no,no
33778,no,no,no
33779,yes,no,no
33780,yes,no,
33781,yes,no,no
33782,no,no,
33783,yes,no,no
33784,no,no,no
33785,yes,no,no
33786,no,no,no
33787,no,no,no
33788,no,no,
33789,yes,no,no
33790,yes,no,no
33791,no,no,
33792,no,no,no
33793,yes,no,no
33794,yes,yes,no
33795,no,no,no
33796,no,no,no
33797,yes,no,no
33798,no,no,no
33799,no,no,no
33800,yes,no,no
33801,no,no,no
33802,no,no,
33803,yes,no,no
33804,no,no,no
33805,no,no,no
33806,yes,no,no
33807,no,no,no
33808,no,no,no
33809,no,no,no
33810,,,no
33811,yes,no,
33812,yes,no,no
33813,yes,no,no
33814,yes,no,no
33815,no,no,no
33816,no,no,
33817,no,no,no
33818,no,yes,no
33819,yes,no,
33820,yes,no,
33821,yes,no,
33822,yes,no,no
33823,,,
33824,yes,no,no
33825,yes,no,no
33826,no,no,no
33827,no,yes,no
33828,no,no,
33829,yes,no,no
33830,no,no,no
33831,no,no,
33832,no,yes,no
33833,no,no,no
33834,no,no,
33835,yes,no,no
33836,yes,no,no
33837,no,no,no
33838,no,no,no
33839,yes,no,no
33840,yes,no,no
33841,yes,no,no
33842,no,no,
33843,no,no,no
33844,yes,no,no
33845,no,no,
33846,yes,yes,no
33847,yes,no,no
33848,no,no,no
33849,,,no
33850,yes,no,no
33851,yes,no,no
33852,no,no,no
33853,no,no,
33854,yes,no,no
33855,yes,no,no
33856,yes,no,no
33857,no,no,no
33858,no,no,
33859,yes,no,no
33860,no,no,no
33861,yes,no,no
33862,yes,no,no
33863,yes,no,no
33864,yes,no,no
33865,yes,yes,no
33866,no,no,no
33867,no,no,no
33868,yes,no,no
33869,yes,no,no
33870,no,no,no
33871,no,no,no
33872,yes,no,no
33873,yes,yes,no
33874,yes,no,no
33875,no,no,no
33876,yes,yes,no
33877,yes,no,no
33878,no,no,
33879,no,no,no
33880,yes,no,
33881,yes,no,no
33882,no,no,no
33883,yes,no,no
33884,yes,no,no
33885,yes,no,no
33886,yes,no,no
33887,no,no,no
33888,yes,no,no
33889,yes,no,no
33890,yes,no,
33891,no,no,no
33892,yes,yes,no
33893,yes,no,no
33894,no,no,no
33895,no,no,
33896,no,no,no
33897,yes,no,no
33898,yes,no,no
33899,yes,no,no
33900,no,yes,no
33901,yes,no,no
33902,no,no,no
33903,yes,no,no
33904,yes,no,no
33905,,,no
33906,yes,no,no
33907,yes,no,
33908,yes,no,no
33909,yes,no,
33910,no,no,no
33911,yes,no,no
33912,no,yes,no
33913,yes,no,no
33914,no,yes,no
33915,yes,no,no
33916,yes,no,no
33917,yes,no,no
33918,yes,yes,no
33919,yes,no,no
33920,no,no,no
33921,yes,no,no
33922,no,yes,no
33923,no,yes,no
33924,no,no,
33925,yes,yes,no
33926,yes,no,no
33927,no,no,no
33928,yes,no,no
33929,yes,no,no
33930,yes,yes,no
33931,yes,yes,no
33932,no,no,no
33933,yes,yes,no
33934,no,no,no
33935,yes,no,no
33936,yes,yes,no
33937,no,no,
33938,yes,no,no
33939,yes,yes,no
33940,no,no,
33941,no,no,no
33942,no,no,
33943,yes,no,no
33944,yes,yes,no
33945,yes,no,no
33946,no,no,no
33947,yes,no,no
33948,yes,yes,no
33949,yes,yes,no
33950,no,no,no
33951,no,no,no
33952,yes,no,
33953,yes,yes,no
33954,no,no,no
33955,yes,no,no
33956,no,yes,no
33957,yes,yes,no
33958,no,no,no
33959,yes,no,no
33960,no,no,no
33961,yes,no,no
33962,no,no,no
33963,no,no,no
33964,no,no,no
33965,yes,no,
33966,yes,no,
33967,yes,no,no
33968,yes,no,no
33969,yes,no,no
33970,yes,no,no
33971,yes,no,
33972,no,no,no
33973,no,no,no
33974,no,yes,no
33975,yes,yes,no
33976,no,no,no
33977,no,no,no
33978,yes,no,
33979,no,no,no
33980,no,no,
33981,no,yes,no
33982,no,no,
33983,yes,no,no
33984,yes,no,no
33985,no,no,
33986,yes,no,no
33987,no,no,no
33988,yes,no,no
33989,no,no,no
33990,no,no,no
33991,no,no,no
33992,yes,no,no
33993,yes,no,no
33994,no,no,no
33995,no,no,no
33996,yes,no,no
33997,yes,no,no
33998,yes,yes,no
33999,yes,no,no
34000,yes,no,no
34001,no,no,no
34002,no,no,no
34003,no,no,no
34004,no,yes,no
34005,no,no,no
34006,no,yes,no
34007,yes,no,no
34008,yes,no,no
34009,yes,yes,no
34010,yes,no,no
34011,yes,no,no
34012,no,no,no
34013,no,no,no
34014,yes,no,no
34015,yes,no,no
34016,yes,no,no
34017,no,no,no
34018,yes,no,no
34019,yes,no,no
34020,yes,no,no
34021,yes,no,no
34022,no,no,no
34023,yes,no,
34024,no,no,no
34025,yes,no,no
34026,yes,no,no
34027,no,no,no
34028,yes,no,no
34029,no,no,no
34030,yes,no,no
34031,yes,no,no
34032,yes,yes,no
34033,yes,no,no
34034,yes,no,
34035,yes,no,no
34036,yes,no,
34037,yes,no,no
34038,yes,no,no
34039,no,no,
34040,yes,no,no
34041,yes,no,no
34042,no,yes,no
34043,yes,no,no
34044,no,no,no
34045,yes,no,no
34046,yes,no,no
34047,no,no,
34048,yes,no,no
34049,no,yes,no
34050,yes,no,no
34051,yes,no,
34052,yes,no,
34053,no,no,no
34054,no,no,no
34055,yes,yes,
34056,no,no,
34057,no,no,no
34058,no,no,no
34059,yes,yes,
34060,yes,no,no
34061,yes,yes,no
34062,yes,no,no
34063,yes,no,
34064,no,no,no
34065,yes,no,no
34066,yes,no,no
34067,yes,yes,no
34068,no,no,no
34069,yes,yes,no
34070,no,no,no
34071,no,yes,no
34072,no,no,no
34073,yes,yes,no
34074,yes,no,no
34075,no,yes,no
34076,yes,yes,no
34077,no,no,no
34078,yes,yes,no
34079,no,no,
34080,yes,no,no
34081,no,no,no
34082,yes,no,no
34083,yes,no,no
34084,no,no,
34085,yes,no,no
34086,yes,yes,no
34087,no,no,no
34088,yes,yes,
34089,yes,no,no
34090,yes,yes,no
34091,no,no,no
34092,no,no,
34093,no,no,no
34094,no,no,no
34095,no,yes,no
34096,no,yes,no
34097,yes,yes,no
34098,yes,no,no
34099,yes,no,no
34100,yes,no,no
34101,no,no,no
